node_type,parent_node,join_type,relation_name,alias,plan_rows,actual_rows,startup_cost,total_cost,plan_width,selectivity,cost_ratio,log_plan_rows,filter,hash_cond,index_cond
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,178.0,178.0,100.5,100.5,4.0,0.1831275720164609,1.0,2.25042,none,none,none
Seq Scan,Hash,None,film,f,178.0,178.0,0.0,100.5,4.0,1.0,100.5,2.25042,rating = 'g'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.205761316872428,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,50.0,50.0,0.56,261.38,25.0,1.0,466.74999999999994,1.69897,none,none,none
Aggregate,Limit,None,None,None,200.0,50.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,1743.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,70.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,1743.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,84.0,84.0,424.48,427.63,25.0,1.0,1.0074208443271768,1.924279,none,none,none
Aggregate,Limit,None,None,None,200.0,84.0,424.48,431.97,25.0,1.0,1.0176451187335092,2.30103,countpayment_id > #,none,none
Hash Join,Aggregate,Inner,None,None,14595.0,14596.0,22.48,351.51,21.0,1.0,15.636565836298931,4.164204,none,customer_id=customer_id,none
Seq Scan,Hash Join,None,payment,p,14595.0,14596.0,0.0,290.45,6.0,1.0,290.45,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Hash,Hash Join,None,None,None,599.0,599.0,14.99,14.99,17.0,0.041041452552243916,1.0,2.777427,none,none,none
Seq Scan,Hash,None,customer,c,599.0,599.0,0.0,14.99,17.0,1.0,14.99,2.777427,none,none,none
Limit,ROOT,None,None,None,5.0,6.0,61.95,61.96,85.0,1.0,1.0001614205004035,0.69897,none,none,none
Sort,Limit,None,None,None,5.0,6.0,61.95,61.96,85.0,1.0,1.0001614205004035,0.69897,none,none,none
Nested Loop,Sort,Inner,None,None,5.0,6.0,1.49,61.89,85.0,1.0,41.53691275167785,0.69897,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,62.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'drama'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.2,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,22.0,0.0,220.96,221.01,25.0,1.0,1.0002262853005068,1.342423,none,none,none
Sort,Limit,None,None,None,67.0,0.0,220.96,221.12,25.0,1.0,1.000724112961622,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,216.63,219.13,25.0,1.0,1.01154041453169,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1065.0,1031.0,109.44,211.3,19.0,1.0,1.9307383040935675,3.02735,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1065.0,1031.0,102.94,201.95,4.0,1.0,1.9618224208276664,3.02735,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,195.0,195.0,100.5,100.5,4.0,0.18309859154929578,1.0,2.290035,none,none,none
Seq Scan,Hash,None,film,f,195.0,195.0,0.0,100.5,4.0,1.0,100.5,2.290035,rating = 'r'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.18779342723004694,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,none,none,none
Aggregate,Limit,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,countpayment_id > #,none,none
Sort,Aggregate,None,None,None,1.0,0.0,298.78,298.78,21.0,1.0,1.0,0.0,none,none,none
Nested Loop,Sort,Inner,None,None,1.0,0.0,0.28,298.77,21.0,1.0,1067.0357142857142,0.0,none,none,none
Seq Scan,Nested Loop,None,payment,p,1.0,0.0,0.0,290.45,6.0,1.0,290.45,0.0,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Index Scan,Nested Loop,None,customer,c,1.0,0.0,0.28,8.29,17.0,1.0,29.60714285714285,0.0,none,none,none
Limit,ROOT,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,none,none,none
Aggregate,Limit,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,countpayment_id > #,none,none
Sort,Aggregate,None,None,None,1.0,0.0,298.78,298.78,21.0,1.0,1.0,0.0,none,none,none
Nested Loop,Sort,Inner,None,None,1.0,0.0,0.28,298.77,21.0,1.0,1067.0357142857142,0.0,none,none,none
Seq Scan,Nested Loop,None,payment,p,1.0,0.0,0.0,290.45,6.0,1.0,290.45,0.0,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Index Scan,Nested Loop,None,customer,c,1.0,0.0,0.28,8.29,17.0,1.0,29.60714285714285,0.0,none,none,none
Limit,ROOT,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,none,none,none
Aggregate,Limit,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,countpayment_id > #,none,none
Sort,Aggregate,None,None,None,1.0,0.0,298.78,298.78,21.0,1.0,1.0,0.0,none,none,none
Nested Loop,Sort,Inner,None,None,1.0,0.0,0.28,298.77,21.0,1.0,1067.0357142857142,0.0,none,none,none
Seq Scan,Nested Loop,None,payment,p,1.0,0.0,0.0,290.45,6.0,1.0,290.45,0.0,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Index Scan,Nested Loop,None,customer,c,1.0,0.0,0.28,8.29,17.0,1.0,29.60714285714285,0.0,none,none,none
Limit,ROOT,None,None,None,28.0,0.0,220.15,220.22,25.0,1.0,1.0003179650238474,1.447158,none,none,none
Sort,Limit,None,None,None,67.0,0.0,220.15,220.32,25.0,1.0,1.0007722007722006,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,215.71,218.21,25.0,1.0,1.0115896342311437,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,972.0,976.0,109.22,210.85,19.0,1.0,1.9305072331074895,2.987666,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,972.0,976.0,102.72,201.74,4.0,1.0,1.9639797507788164,2.987666,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,178.0,178.0,100.5,100.5,4.0,0.1831275720164609,1.0,2.25042,none,none,none
Seq Scan,Hash,None,film,f,178.0,178.0,0.0,100.5,4.0,1.0,100.5,2.25042,rating = 'g'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.205761316872428,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,30.0,0.0,220.18,220.26,25.0,1.0,1.0003633390862021,1.477121,none,none,none
Sort,Limit,None,None,None,67.0,0.0,220.18,220.35,25.0,1.0,1.0007720955581796,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,215.71,218.21,25.0,1.0,1.0115896342311437,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,972.0,976.0,109.22,210.85,19.0,1.0,1.9305072331074895,2.987666,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,972.0,976.0,102.72,201.74,4.0,1.0,1.9639797507788164,2.987666,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,178.0,178.0,100.5,100.5,4.0,0.1831275720164609,1.0,2.25042,none,none,none
Seq Scan,Hash,None,film,f,178.0,178.0,0.0,100.5,4.0,1.0,100.5,2.25042,rating = 'g'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.205761316872428,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,36.0,5.0,221.11,221.2,25.0,1.0,1.0004070372212925,1.556303,none,none,none
Sort,Limit,None,None,None,67.0,5.0,221.11,221.28,25.0,1.0,1.0007688480846637,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,5.0,216.58,219.08,25.0,1.0,1.0115430787699695,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1060.0,1143.0,109.42,211.28,19.0,1.0,1.9309084262474867,3.025306,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1060.0,1143.0,102.92,201.94,4.0,1.0,1.9621064904780412,3.025306,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,194.0,194.0,100.5,100.5,4.0,0.1830188679245283,1.0,2.287802,none,none,none
Seq Scan,Hash,None,film,f,194.0,194.0,0.0,100.5,4.0,1.0,100.5,2.287802,rating = 'pg'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.18867924528301888,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,18.0,18.0,62.94,62.99,85.0,1.0,1.0007944073721005,1.255273,none,none,none
Sort,Limit,None,None,None,41.0,18.0,62.94,63.04,85.0,1.0,1.001588814744201,1.612784,none,none,none
Nested Loop,Sort,Inner,None,None,41.0,40.0,1.49,61.88,85.0,1.0,41.530201342281885,1.612784,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'action'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.024390243902439025,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,none,none,none
Aggregate,Limit,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,countpayment_id > #,none,none
Sort,Aggregate,None,None,None,1.0,0.0,298.78,298.78,21.0,1.0,1.0,0.0,none,none,none
Nested Loop,Sort,Inner,None,None,1.0,0.0,0.28,298.77,21.0,1.0,1067.0357142857142,0.0,none,none,none
Seq Scan,Nested Loop,None,payment,p,1.0,0.0,0.0,290.45,6.0,1.0,290.45,0.0,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Index Scan,Nested Loop,None,customer,c,1.0,0.0,0.28,8.29,17.0,1.0,29.60714285714285,0.0,none,none,none
Limit,ROOT,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,none,none,none
Aggregate,Limit,None,None,None,1.0,0.0,298.78,298.8,25.0,1.0,1.0000669388847983,0.0,countpayment_id > #,none,none
Sort,Aggregate,None,None,None,1.0,0.0,298.78,298.78,21.0,1.0,1.0,0.0,none,none,none
Nested Loop,Sort,Inner,None,None,1.0,0.0,0.28,298.77,21.0,1.0,1067.0357142857142,0.0,none,none,none
Seq Scan,Nested Loop,None,payment,p,1.0,0.0,0.0,290.45,6.0,1.0,290.45,0.0,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Index Scan,Nested Loop,None,customer,c,1.0,0.0,0.28,8.29,17.0,1.0,29.60714285714285,0.0,none,none,none
Limit,ROOT,None,None,None,26.0,26.0,241.42,241.49,95.0,1.0,1.0002899511225252,1.414973,none,none,none
Sort,Limit,None,None,None,160.0,26.0,241.42,241.82,95.0,1.0,1.001656863557286,2.20412,none,none,none
Aggregate,Sort,None,None,None,160.0,30.0,230.86,236.86,95.0,1.0,1.0259897773542406,2.20412,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,480.0,511.0,62.54,227.26,91.0,1.0,3.633834346018548,2.681241,none,none,none
Hash Join,Nested Loop,Inner,None,None,137.0,147.0,62.26,151.62,91.0,0.28541666666666665,2.43527144233858,2.136721,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,30.0,35.0,61.88,61.88,89.0,0.21897810218978103,1.0,1.477121,none,none,none
Nested Loop,Hash,Inner,None,None,30.0,35.0,1.49,61.88,89.0,1.0,41.530201342281885,1.477121,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,69.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%family%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,19.0,0.03333333333333333,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,3.0,0.29,0.51,8.0,0.008333333333333333,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,27.0,0.0,220.13,220.2,25.0,1.0,1.0003179939126878,1.431364,none,none,none
Sort,Limit,None,None,None,67.0,0.0,220.13,220.3,25.0,1.0,1.0007722709308138,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,215.71,218.21,25.0,1.0,1.0115896342311437,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,972.0,976.0,109.22,210.85,19.0,1.0,1.9305072331074895,2.987666,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,972.0,976.0,102.72,201.74,4.0,1.0,1.9639797507788164,2.987666,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,178.0,178.0,100.5,100.5,4.0,0.1831275720164609,1.0,2.25042,none,none,none
Seq Scan,Hash,None,film,f,178.0,178.0,0.0,100.5,4.0,1.0,100.5,2.25042,rating = 'g'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.205761316872428,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,13.0,13.0,0.56,68.37,25.0,1.0,122.08928571428571,1.113943,none,none,none
Aggregate,Limit,None,None,None,200.0,13.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,334.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,14.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,334.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,47.0,0.0,222.69,222.8,25.0,1.0,1.0004939602137501,1.672098,none,none,none
Sort,Limit,None,None,None,67.0,0.0,222.69,222.85,25.0,1.0,1.0007184875836364,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,218.15,220.65,25.0,1.0,1.0114600045840019,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1218.0,1184.0,109.79,212.06,19.0,1.0,1.9315056016030603,3.085647,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1218.0,1184.0,103.29,202.3,4.0,1.0,1.958563268467422,3.085647,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,223.0,223.0,100.5,100.5,4.0,0.18308702791461412,1.0,2.348305,none,none,none
Seq Scan,Hash,None,film,f,223.0,223.0,0.0,100.5,4.0,1.0,100.5,2.348305,rating = 'pg-#'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.16420361247947454,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,38.0,0.0,222.69,222.78,25.0,1.0,1.0004041492657956,1.579784,none,none,none
Sort,Limit,None,None,None,67.0,0.0,222.69,222.85,25.0,1.0,1.0007184875836364,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,218.15,220.65,25.0,1.0,1.0114600045840019,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1218.0,1184.0,109.79,212.06,19.0,1.0,1.9315056016030603,3.085647,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1218.0,1184.0,103.29,202.3,4.0,1.0,1.958563268467422,3.085647,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,223.0,223.0,100.5,100.5,4.0,0.18308702791461412,1.0,2.348305,none,none,none
Seq Scan,Hash,None,film,f,223.0,223.0,0.0,100.5,4.0,1.0,100.5,2.348305,rating = 'pg-#'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.16420361247947454,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,5.0,5.0,62.58,62.59,85.0,1.0,1.0001597954618089,0.69897,none,none,none
Sort,Limit,None,None,None,42.0,5.0,62.58,62.69,85.0,1.0,1.0017577500798978,1.623249,none,none,none
Nested Loop,Sort,Inner,None,None,42.0,45.0,1.49,61.88,85.0,1.0,41.530201342281885,1.623249,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,62.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'drama'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.023809523809523808,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,37.0,0.0,222.69,222.78,25.0,1.0,1.0004041492657956,1.568202,none,none,none
Sort,Limit,None,None,None,67.0,0.0,222.69,222.85,25.0,1.0,1.0007184875836364,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,218.15,220.65,25.0,1.0,1.0114600045840019,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1218.0,1184.0,109.79,212.06,19.0,1.0,1.9315056016030603,3.085647,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1218.0,1184.0,103.29,202.3,4.0,1.0,1.958563268467422,3.085647,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,223.0,223.0,100.5,100.5,4.0,0.18308702791461412,1.0,2.348305,none,none,none
Seq Scan,Hash,None,film,f,223.0,223.0,0.0,100.5,4.0,1.0,100.5,2.348305,rating = 'pg-#'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.16420361247947454,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,30.0,28.0,62.62,62.69,85.0,1.0,1.001117853720856,1.477121,none,none,none
Sort,Limit,None,None,None,30.0,28.0,62.62,62.69,85.0,1.0,1.001117853720856,1.477121,none,none,none
Nested Loop,Sort,Inner,None,None,30.0,28.0,1.49,61.88,85.0,1.0,41.530201342281885,1.477121,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,58.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'comedy'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.03333333333333333,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,43.0,43.0,0.56,224.86,25.0,1.0,401.5357142857143,1.633468,none,none,none
Aggregate,Limit,None,None,None,200.0,43.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,1369.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,54.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,1369.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,8.0,8.0,279.51,279.53,95.0,1.0,1.000071553790562,0.90309,none,none,none
Sort,Limit,None,None,None,229.0,8.0,279.51,280.08,95.0,1.0,1.0020392830310185,2.359835,none,none,none
Aggregate,Sort,None,None,None,229.0,40.0,266.33,274.93,95.0,1.0,1.0322907670934556,2.359835,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,690.0,804.0,62.7,261.16,91.0,1.0,4.1652312599681025,2.838849,none,none,none
Hash Join,Nested Loop,Inner,None,None,197.0,231.0,62.42,152.38,91.0,0.2855072463768116,2.441204742069849,2.294466,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,43.0,51.0,61.88,61.88,89.0,0.2182741116751269,1.0,1.633468,none,none,none
Nested Loop,Hash,Inner,None,None,43.0,51.0,1.49,61.88,89.0,1.0,41.530201342281885,1.633468,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,69.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%family%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,19.0,0.023255813953488372,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,3.0,0.29,0.51,8.0,0.005797101449275362,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,13.0,13.0,240.62,240.66,95.0,1.0,1.0001662372205136,1.113943,none,none,none
Sort,Limit,None,None,None,160.0,13.0,240.62,241.02,95.0,1.0,1.0016623722051368,2.20412,none,none,none
Aggregate,Sort,None,None,None,160.0,21.0,230.86,236.86,95.0,1.0,1.0259897773542406,2.20412,countrental_id > #,none,none
